Wd,Wn,Wout,Ib,N,DC Gain,GB,SR,Custo
3.250485840404804e-05,1.1805951013848161e-05,2.4654574835513992e-05,8.057504959978657e-05,4,1141.202463386601,19952623.149688404,36061260.0,0.19653107368591194
3.2191239806631364e-05,4.9533735718186746e-05,2.4621476367913818e-05,2.7820136836603597e-05,47,1171.9366668830833,8128305.1616408415,14479696.0,0.19284679449648112
4.627743774474289e-05,3.862694011187777e-05,2.2324731122962355e-05,7.590487399753169e-05,1,951.9171998095583,12882495.51693109,31002778.0,0.21922174655604662
1.1478581707538832e-05,1.9313671830033672e-05,3.1607220238658617e-06,4.970486753734203e-05,40,370.1869415405239,10964781.961431643,22330890.0,0.28895697443166524
2.784213725138361e-05,1.5811718151160594e-05,1.4034784232112917e-05,2.8211754621714476e-05,15,1125.193924105784,10232929.922807349,13293361.0,0.19845010595015303
1.8131505569781623e-05,3.5514987860707114e-05,4.1136305610356886e-05,7.09398144835999e-06,13,1438.4157948555269,3467368.504525256,3498532.8,0.24717592497415883
4.532193826044842e-05,3.216079895535174e-05,1.4350931109079714e-05,5.206334769375388e-05,5,895.9880068491314,15848931.924610823,24519880.0,0.22592628867080636
1.0905840248488754e-05,1.7274963746450484e-05,2.3882466331878883e-05,1.5442580660866573e-05,22,1322.1198572049836,5128613.839913555,7062663.0,0.1791843553602157
4.1596291325759977e-05,4.864836026247348e-05,3.154438225841875e-05,1.7682360907302854e-05,25,1324.0868794196674,6760829.753919693,9093195.0,0.17460770586091015
4.552166439071305e-05,7.701014302511015e-06,3.556526529480609e-05,1.8181112153634874e-05,26,1603.1238627731375,6918309.709189237,7529461.5,0.1425345528366919
3.134426263845677e-05,4.740741249680695e-05,2.4758573263759822e-05,7.736005894298101e-05,47,892.1255168071016,17378008.28749341,33850210.0,0.22638930674390734
3.145567455909048e-05,4.694120570910694e-05,2.5112293330920137e-05,2.2634812738417e-05,25,1226.4039235386995,8128305.1616408415,11714341.0,0.18631750278327167
3.463150036585987e-05,3.1170277389553826e-05,8.910033745319379e-06,7.224135272149652e-05,36,607.6727684519645,19952623.149688404,34061590.0,0.260488233083781
1.9861521449522618e-05,3.06617664436547e-05,1.761140139511842e-05,3.897143583621036e-05,20,999.7985073560017,11748975.549395071,18534416.0,0.21348194903774456
1.7886565296297194e-05,1.4871357999500177e-05,2.6054005866006823e-05,6.644490928500272e-05,12,1080.2726855313606,16595869.07437528,29203270.0,0.20383506360692616
4.561726388787273e-05,2.7372248298019042e-05,1.7834471507404734e-05,7.678511084152563e-05,28,877.1001432837403,23442288.15319876,34533860.0,0.2281904814837011
4.929341640443442e-05,3.665431578892211e-05,2.768352271309516e-05,7.616020818063082e-05,45,1007.1506459397583,19498445.99758007,31866686.0,0.212600607467105
1.8054976242845288e-05,2.4149595166309295e-05,3.9554490355502996e-05,7.642646970986148e-05,15,1083.9542774391643,17378008.28749341,32335628.0,0.2033937307950493
2.7757604217748556e-05,1.5309538448644418e-05,1.3239173521670777e-05,6.267612682298954e-05,16,879.5135881208788,18620871.366628308,28301852.0,0.22790116848460787
3.3652101371329254e-05,4.455523759174284e-05,7.6055559762343385e-06,8.858703792140526e-05,34,471.16417784928,22387211.385682955,42368640.0,0.27685227386959693
2.3931101438082416e-05,2.7312207670517886e-05,4.3689377762509026e-05,8.91341616173884e-05,45,1091.211618339204,16595869.07437528,30812412.0,0.20252375314777815
8.940015380629708e-06,3.41464975136785e-05,3.3751356037205824e-05,3.153035509687905e-05,16,1130.3078251739753,7762471.166286773,14324080.0,0.1978370743066129
3.4915667032336084e-05,4.81172488756389e-05,2.0587624734002843e-06,9.925120490287507e-05,5,27.61177968317125,12882495.51693109,6580036.5,0.3353088980297474
8.592311249177998e-06,2.188188673806396e-05,3.8011069654650434e-05,7.435968119589908e-05,21,954.631416878356,12022644.3461739,29457400.0,0.2188963783237671
1.711698077191473e-05,2.1955967778271186e-06,4.812105536961333e-05,3.442900717143947e-05,3,2047.1739334384763,9549925.86021418,15698710.0,0.08792725599751079
1.624803112039956e-05,4.214346862965991e-05,3.39078105509413e-05,4.37826905892806e-05,25,1102.4850279247412,10964781.961431643,19820536.0,0.20117234710484366
2.8589441706853324e-05,4.99889995444679e-05,6.545797740378602e-06,7.235579790819157e-06,24,1104.1034854260938,3467368.504525256,11048229.0,0.2009783336405971
3.2061618079054914e-05,1.2614186855339864e-05,2.1118755046423262e-05,3.70012607328411e-05,26,1251.5658045661855,12302687.70812358,16223265.0,0.18330120874958664
2.2944046935597626e-05,4.8155263834651455e-05,6.390044271647336e-06,1.1459946899165063e-05,25,983.7797448467403,4786300.923226297,7850039.5,0.215497583547689
8.23417038157333e-06,2.2949607910026768e-05,3.998647142125083e-05,5.4563990023514374e-05,43,1045.6644722205267,8511380.382023606,19374606.0,0.20798374180836654
3.666693936008348e-05,1.5326576406011366e-05,4.3602139261184616e-05,3.759349579653828e-05,30,1440.63518619238,11481536.214968609,14619649.0,0.16063641484452665
3.585218946500201e-05,1.5512911186988593e-05,1.750153660252658e-05,9.155519452430227e-05,21,896.5828882138437,25703957.82768813,39661348.0,0.22585497694696618
3.362145381658133e-05,4.1287417865047e-05,3.203133169020638e-05,4.535932754285146e-06,38,1424.114010680873,1995262.3149688465,3097403.8,0.2874231971839652
1.1332673129781793e-06,3.591108540855711e-05,1.1839786951416807e-05,3.3154662789556604e-05,16,516.4669250333507,3235936.5692962264,12156739.0,0.27142158266286304
4.1339640175130495e-06,6.342010291669741e-06,1.8669553269230977e-05,6.052195487791176e-05,42,883.2286500304239,7585775.750291697,22199638.0,0.2274558234382542
2.1355306489149487e-05,1.8502873627474277e-05,4.089529778296425e-05,7.080249119359024e-05,21,1195.9822959341673,16982436.52461711,28612394.0,0.18996431176938453
5.800225187779688e-06,2.046428665113983e-05,3.4849127984043486e-05,7.684892261441791e-05,35,845.456704833586,9332543.007969735,27603188.0,0.23198375570267615
4.98663527324831e-05,4.288067188834365e-06,2.4665520433293325e-05,4.817159778071958e-05,23,1604.841667583731,16595869.07437528,20359008.0,0.14095207448968194
1.8701369989837415e-05,8.551372582260418e-06,1.923434389309905e-05,2.300916059718629e-05,36,1354.331292195714,7585775.750291697,9816894.0,0.17098214059776295
3.451512984708521e-05,3.985651274248592e-05,3.908215023057422e-05,9.499263528738887e-05,20,1019.9715854494823,23988329.19019443,40722544.0,0.21106369044141945
8.337198702332196e-06,3.134265274761076e-05,2.090548774067612e-05,4.774500491879799e-05,19,878.2589388218885,9999999.999999812,21582544.0,0.22805157024474565
1.4205796691326333e-06,4.9780440974898105e-05,4.859614261087991e-05,3.1976923155734636e-05,17,755.770501073069,3235936.5692962264,12222124.0,0.24273493765966894
4.011508517125392e-05,3.575320747175617e-05,3.4310877240710474e-06,4.635681136799427e-06,29,1045.690556323009,2570395.78276882,35634520.0,0.2160727391217795
1.3213262842752216e-05,3.5130195221262405e-06,2.3491994983302745e-05,1.720820988234868e-05,19,1639.6475068705074,5888436.553555782,7531187.0,0.1381896210611244
7.557981447583884e-06,4.075192119375873e-05,3.163129092167354e-05,5.176610242103632e-05,16,916.3008062345361,9772372.209557923,23059534.0,0.22349128090939505
4.578714066347716e-05,1.0305270103271293e-05,5.4132310235561175e-06,5.587681480136711e-05,7,646.3113748873361,15848931.924610823,53787140.0,0.25585640933683595
9.314189466077187e-06,2.1454947944633025e-05,3.947587165192904e-05,1.0994218579727765e-06,27,1496.050665394424,4570881.896148668,1210589.2,0.3221119389018939
4.941745925393972e-05,4.957296725591749e-05,3.4601013146512094e-05,3.503426062307829e-06,29,1437.2771670333134,1862087.136662837,4203342.0,0.26271773651878133
1.8985626448327845e-05,4.311396963138239e-05,3.493231556083053e-05,7.934407104535592e-05,38,949.7402676906953,15135612.484361785,32321294.0,0.21948270746571352
2.729576890780475e-05,2.048081051708734e-05,4.7952098544805885e-06,1.6850914337871807e-06,6,1504.3053733718307,7413102.413009037,22704610.0,0.15300391688051518
2.8979153587390603e-05,1.7864491928900145e-05,2.917404926959506e-05,4.0208760523550005e-05,5,1276.8426551873345,12882495.51693109,18766696.0,0.18027113267396913
2.9617365724787258e-05,3.166274559855769e-05,2.219810830261773e-05,6.034862500855761e-05,13,979.3026466440631,18197008.586099476,28016796.0,0.21593890137422245
1.7866505923210618e-05,6.744846502361493e-06,4.2299615742781635e-05,1.995511120110826e-05,14,1612.456667831938,6918309.709189237,8607697.0,0.14003922223550883
2.504421323617957e-05,2.3144141197486202e-05,1.0674925335307855e-05,3.757525422669202e-05,16,885.3974202163039,12589254.11794143,17890208.0,0.22719584094469747
2.0639347218455797e-05,3.5789039370269935e-05,1.5575552240492622e-05,2.340011327766997e-05,33,1090.7429817024347,7762471.166286773,12071151.0,0.20257993121689424
4.812591916551603e-06,3.598542658446368e-05,1.1995303685300629e-05,9.55256822396828e-05,5,423.2865192158907,10964781.961431643,37326280.0,0.2825916339724823
2.6647850697736458e-05,6.935236861639348e-06,1.8452892641704465e-05,2.5736255500397588e-05,28,1395.9069209758745,9120108.393558927,11228189.0,0.16599823971613512
9.560005467696359e-06,3.8702103768022634e-05,4.4639893401624304e-05,6.418199558448873e-05,18,981.2144381094844,11481536.214968609,26864486.0,0.21570972434312127
1.9232179618211124e-05,9.812303588667237e-06,1.4277770837984313e-05,9.169769165731203e-05,18,834.0322977161397,20892961.308539983,39414380.0,0.23335326265603548
4.308579563518971e-05,7.046074756066539e-06,2.3269373705758376e-05,6.957352657364594e-05,13,1321.8867301270475,22387211.385682955,30608386.0,0.17487144994177983
4.6757069384171416e-05,4.2897793629646856e-05,2.1603425736997193e-05,3.777917816853205e-05,36,1090.7487446928146,12302687.70812358,18857148.0,0.20257924037532007
1.5628400901825145e-05,3.622868976605362e-05,1.0711235526250729e-05,2.828816976568728e-05,26,896.9098887865065,8912509.381337289,14396783.0,0.22581577757728244
3.45346147131699e-05,1.866841781460147e-06,4.5292122163036996e-05,2.6651861669315377e-05,35,2142.1914962181713,8317637.711026555,9552919.0,0.07653697450803816
3.420204662550756e-05,3.382690566523644e-05,1.979341957147209e-05,3.090993916808669e-05,26,1126.167577709785,10715193.052375862,15097229.0,0.1983333887002218
3.693835582040254e-05,1.4257983588319473e-05,4.4057011779354464e-05,6.809841917321543e-06,13,1557.3000221103723,3630780.5477009495,3558249.8,0.2361901742347969
1.3287115687291581e-05,1.1378515363939558e-05,3.200483399907537e-05,9.82889511883712e-05,34,1034.5511774056718,16218100.97358898,36314096.0,0.20931595400697015
2.028874297023845e-05,4.325250502461851e-05,1.3694700442157215e-05,1.4029189104654366e-05,40,1159.917097084808,5128613.839913555,8239718.0,0.19428764689660158
2.9445445536982535e-05,4.558894440100927e-05,4.797380429131822e-05,1.476848562839704e-05,24,1400.6569701327805,5248074.602497631,6943721.0,0.17122028203430165
4.73133669525833e-05,3.479293955575914e-06,2.6525110606139855e-05,9.305409072959888e-05,36,1544.0354753902016,26302679.9189533,35623676.0,0.1482412495129681
1.3625548287997458e-05,1.797506812933221e-05,2.814796183915657e-05,1.6403495110784777e-05,30,1357.0836800985478,5370317.96370243,7198645.0,0.17391669823263267
9.947990180762965e-06,8.645132770124992e-06,4.200974232114827e-05,2.8187022868556478e-05,39,1437.1604044334579,6309573.444801817,10021202.0,0.16105295617847326
2.8235602721435298e-05,2.3110474484991974e-05,7.900961855780271e-06,7.215025155201092e-05,19,587.8853451569953,19952623.149688404,32867584.0,0.2628602611035232
3.061706772536039e-06,5.239245453993315e-06,2.3186013384379723e-05,4.6198209167933564e-05,18,1005.0878006392016,6165950.018614708,18268202.0,0.21284789215801056
4.569205856093768e-05,4.2008729624094e-05,2.326681887611068e-05,8.766213174757535e-05,21,877.9992247324295,25703957.82768813,40424588.0,0.22808270361103267
3.281654463474987e-05,4.802575953687811e-05,3.3470634534303806e-05,5.8640531206514575e-05,11,1079.9067025859013,17782794.100388877,27702782.0,0.2038789360095344
3.7436561777341895e-05,3.415467074936866e-05,4.640597136389846e-05,3.913284573457792e-05,32,1315.4726471395406,11220184.543019421,15998293.0,0.175640341592831
3.743995635531182e-05,4.8137412475168635e-05,3.752953965462982e-05,9.68994094267582e-05,33,980.5374207522972,22387211.385682955,40215108.0,0.21579088216327605
1.2110956073825143e-05,1.0747992422773105e-05,2.832003099984449e-05,3.201870671081871e-05,20,1306.7111154835495,8709635.899560643,13703778.0,0.17669063491672998
2.2851391687001766e-06,1.2724024640363921e-05,4.961949492089098e-05,8.979013064640566e-05,47,739.4174094750022,5011872.336272632,16943812.0,0.24469527331842486
2.518935483696861e-05,1.6144168740357973e-05,3.758200006781572e-05,9.619263956039204e-05,19,1138.0940531730766,22387211.385682955,39160316.0,0.19690369603362345
4.630353831490392e-05,4.50525945460943e-05,2.444336410410812e-05,2.888019843605915e-05,49,1186.4944654941528,8912509.381337289,14703242.0,0.19110167055101016
5.912344581531348e-06,2.6360836500224315e-05,2.4836677443315567e-05,2.154320080607039e-05,4,1149.4940922228284,6165950.018614708,10175498.0,0.19553711021549716
3.323624074189133e-05,2.6537383694282154e-05,2.4510776144227553e-05,7.183978460746621e-05,40,997.8226467281894,18620871.366628308,29913036.0,0.21371880639417803
4.1269624460196545e-05,1.3726547114619374e-05,4.3261067483351147e-05,4.831942918973805e-06,2,1755.994771110058,7244359.600749766,6416786.5,0.1394884735550356
4.961195661799036e-05,3.51884329612183e-05,2.359671018472042e-05,8.515332966916743e-05,9,924.4176552498745,26302679.9189533,39281624.0,0.22251826926409937
5.0337632729877e-06,2.732688453898993e-05,2.2931902926329805e-05,4.282935695443071e-05,29,864.2465159677906,7079457.843841248,18288022.0,0.22973131697775492
7.332806099653222e-06,1.1176412041027567e-05,4.6228043222957235e-05,1.3597799996681251e-05,4,1485.9885014018141,5495408.738576146,6356632.0,0.16968678140633575
1.9541208759653544e-05,6.219534643804499e-06,4.473213565538342e-05,6.55229393244859e-05,32,1533.9394325024202,14125375.446227267,23343140.0,0.14945151808919166
7.5468571138871606e-06,2.0978752728033985e-05,2.024619263560187e-05,2.5397849010644043e-05,10,1103.7609890520228,6918309.709189237,11801740.0,0.2010193905778166
1.9365684396307257e-05,1.345626433893905e-06,2.4734646829547786e-05,4.752698216127121e-05,21,1927.2976863338188,13182567.385563815,19716062.0,0.10229748565273218
4.000172744319876e-05,1.2705603172535376e-05,2.7448250084299327e-05,9.468348175566077e-05,7,1140.3466512826185,26302679.9189533,42185670.0,0.19663366462259027
2.9068323231205074e-05,8.285319493096778e-06,4.560997509364232e-05,6.0588017153565294e-05,6,1535.9584322431447,17378008.28749341,27010518.0,0.1492094894083746
3.7156502384595284e-05,1.738207757545251e-05,1.4232062451778175e-05,5.904830708667056e-05,2,948.2047050485821,12882495.51693109,25878554.0,0.2196667838640836
2.4788132206582874e-05,5.131875353919517e-06,1.5264222814698957e-05,8.515658506854892e-05,11,1076.1379818270061,21877616.239495095,37301800.0,0.20433071343934037
1.4841005717450795e-05,3.253130958577693e-05,2.6917158562610558e-05,9.563913609385091e-05,29,808.1542376830174,17378008.28749341,39515172.0,0.2364554090335652
3.149359649752571e-05,4.707858772407717e-05,3.9678379553468125e-05,4.508847983296498e-05,19,1194.2032840442366,13803842.64602858,20847444.0,0.19017757177739392
2.5125944138341222e-05,4.6221721752439725e-05,2.1619442151110413e-06,7.472174492728618e-05,4,171.17556970012149,11220184.543019421,27735816.0,0.3128135697657723
4.417768552892523e-05,3.0693054291679956e-05,5.824401249513951e-06,1.1322553829756257e-05,1,1187.883510043073,6918309.709189237,61644344.0,0.19093515808793737
4.960618388947471e-05,1.1507252225105519e-05,6.478213310634386e-06,6.585339423292339e-05,29,653.5364894240547,21877616.239495095,30121322.0,0.2549902948422165
2.6357345447670488e-05,4.591080338848915e-05,4.863426409581811e-05,8.855184660084225e-05,38,1054.6029327676013,16982436.52461711,33058868.0,0.20691223903840195
7.458036585119535e-06,3.822914989273464e-05,7.974772395199702e-06,4.8780543072971586e-05,8,559.3899203772621,9772372.209557923,22087056.0,0.2662761654890713
3.477275335782507e-05,4.888214371844651e-05,1.2997325899772282e-05,9.535456554725187e-05,12,612.8819325602984,25118864.315095305,44324456.0,0.25986378173202035
7.5568637534245665e-06,4.597844540292676e-05,1.973823717399071e-05,3.919469907509766e-05,35,874.2574974253806,7762471.166286773,19111312.0,0.22853124518626702
4.694271068577092e-05,4.9348029984287205e-05,1.0968212121424796e-05,3.317453969618462e-05,39,882.2479194604807,11481536.214968609,19127294.0,0.2275733890432875
4.6700379050962415e-05,3.2908719886410856e-05,4.0536178371661096e-05,8.678120584766341e-05,3,1131.06019394281,21877616.239495095,39618932.0,0.1977468836954226
4.2749326385687466e-05,3.947791110744822e-05,3.0976089570438146e-05,2.4842646612429216e-05,16,1291.2562782840332,9549925.86021418,12111867.0,0.17854329184589804
3.892986800564333e-05,1.5870909005031744e-05,2.339775864522999e-05,6.959050542160283e-05,9,1103.9803653557424,21379620.8950219,31452584.0,0.2009930927253103
4.5115631922642026e-05,3.635057220499312e-05,2.2882461166084082e-05,1.982047179704566e-05,1,1372.5803759584112,6918309.709189237,9710384.0,0.1687945218575935
2.0925982525856705e-05,8.101267763913394e-06,1.493989023174412e-05,5.865923042891118e-05,36,1051.0751048402537,15488166.18912451,24543478.0,0.20733513931034517
1.7390703888173973e-06,3.946149387140342e-05,1.1086939757356543e-05,7.0003835350956605e-06,16,1058.594499178871,2041737.9446694953,3606003.0,0.29900996012436715
2.5940780351572263e-05,2.055733233765957e-05,4.067118299353659e-05,7.979508403310916e-05,15,1169.4381949371875,20417379.446694892,33654776.0,0.19314630016600964
4.0659917524697215e-05,3.703708851393154e-05,2.656434516361441e-05,6.793008328007417e-05,47,1009.6125970407143,16982436.52461711,28804476.0,0.21230547975352407
1.991033493097277e-05,3.648768433060035e-05,3.095241085068127e-05,5.710056018001983e-05,8,1046.8314587466193,15488166.18912451,26440908.0,0.20784384867032177
1.043112325064801e-05,4.871360555612709e-05,1.3324836520751697e-05,7.666404319612994e-05,33,577.6424053549357,13489628.825916274,35970700.0,0.2640881390264256
9.047790605711703e-06,1.3473222581861042e-05,2.4715369236348456e-05,4.6855753066731056e-05,30,1070.82392338712,9549925.86021418,19125162.0,0.20496773905556406
1.2976561727404262e-05,3.999973283191156e-05,4.008552690012256e-05,2.2362952995522212e-05,48,1273.9857641543588,5370317.96370243,9484478.0,0.18061360402451085
4.5337170331890204e-05,2.792389316044197e-05,7.493194296691345e-06,9.806355511326433e-05,28,493.4069036552089,27542287.03338112,44379860.0,0.27418591513957885
2.201586109998499e-05,3.500503985306444e-05,3.3126262610502504e-05,9.48628298757207e-05,24,926.5755274522412,20417379.446694892,39826350.0,0.22225959317218305
4.2824928036951494e-05,1.1844493825771842e-05,3.1035968658220526e-05,7.566967849682318e-05,13,1277.237956484251,23442288.15319876,32964004.0,0.18022374571819685
1.877060526488725e-05,2.2175720693537272e-05,3.624932527562945e-05,2.539439518244695e-05,40,1336.9750694884233,7079457.843841248,10212079.0,0.17306272713825735
1.174915086499037e-05,4.1358123294031566e-05,3.529347018235967e-05,8.235002865074464e-05,45,868.687894912344,12302687.70812358,31250414.0,0.22919890428582793
2.682744137973561e-06,1.0225174279096515e-05,1.2239094081990954e-05,1.6513504191186763e-06,5,1634.6605282767857,7585775.750291697,1029260.0,0.3213171332984879
3.536246113756718e-05,3.92434409503217e-06,3.2880849619392964e-05,3.0993622163549324e-05,47,1759.6969347210286,9332543.007969735,11157927.0,0.12238871597762553
3.5150308190183044e-05,3.490034151662375e-05,1.631374647385911e-05,2.35024033592371e-05,17,1134.094417702563,9120108.393558927,11849361.0,0.19738315448879407
3.5254648325983575e-05,2.8664254005655907e-05,3.857935542379076e-05,6.431870978489263e-06,48,1461.9219110910683,2398832.9190194495,2885701.2,0.2763011609618906
3.186446700517784e-05,6.765937288795006e-06,1.6333903436039918e-05,2.3020426820187487e-05,48,1385.8304435009227,8128305.1616408415,9653409.0,0.167206162877963
4.500614087452072e-05,3.349106735271366e-05,4.050312392127743e-05,6.741196248697966e-06,35,1460.3608649949306,2754228.703338119,3527491.5,0.35422692396609584
3.625670332820171e-05,4.408786411625261e-05,4.8372442543150526e-05,8.617465746879137e-06,27,1437.5330535947464,3388441.5613919664,4125863.8,0.3278890074623745
1.6941814644608274e-05,4.8514695618826785e-05,3.9875490811428873e-05,8.86246074974996e-06,19,1388.1183827072575,3548133.8923356924,4488916.0,0.3204086922654436
5.163072290440821e-06,3.8753813937288194e-05,3.621839864420599e-05,2.2896765736025486e-05,34,1118.3634389242454,4570881.896148668,10002298.0,0.298168758394512
4.445185044416566e-06,1.5214733468720176e-05,2.3352338493948267e-05,6.032423931519376e-05,32,807.9976353762237,7762471.166286773,23296594.0,0.2769408499594573
6.124771141960241e-06,3.7794103796953526e-05,3.48567104046427e-05,6.195932841457702e-05,38,846.0746322261296,8317637.711026555,24069066.0,0.2719274852937449
2.0637810010086697e-05,8.610224664728734e-06,3.148278147068297e-05,8.552402805521231e-06,26,1550.3068572788504,3467368.504525256,4138428.2,0.3200631459161932
3.036177794549243e-05,2.4484144584895886e-05,1.9940424258236858e-05,9.589171078623864e-05,27,836.2068304496916,23988329.19019443,41441460.0,0.27200324926106934
3.5398106375377374e-05,1.5231897028335655e-05,6.852445643974881e-06,8.312496479112561e-05,1,599.7838795901544,9999999.999999812,59244908.0,0.289343264822806
4.22793165238557e-06,1.2874721440994609e-05,7.574252980708151e-06,7.00093376521933e-05,43,463.6614343781536,8511380.382023606,27501686.0,0.29954522030843705
4.743592142001989e-05,3.2562858246994724e-05,3.2592707341446546e-05,4.490941566302059e-05,38,1212.8414922003053,13489628.825916274,19201510.0,0.24437965826831007
3.484046689705256e-05,4.839122524178767e-06,4.924389374461523e-05,6.29514922161288e-05,47,1770.18048172253,14454397.707458993,19836202.0,0.20350263378171665
3.990413574779922e-05,2.046625530913396e-05,3.458530555518538e-05,3.0461021564825028e-05,5,1376.4748091505126,10964781.961431643,14473610.0,0.23237826732035197
1.4934735879971121e-05,2.054043665546203e-05,3.16581317591269e-05,5.8858346579212145e-05,26,1088.7000376229787,13182567.385563815,24127782.0,0.2534845896905829
2.470205925689966e-05,3.582953806469125e-05,4.5489963007005774e-05,9.860201922116782e-05,22,1031.433247465949,21379620.8950219,39881252.0,0.2576847192841077
2.3063651625834704e-05,2.9799842596166888e-05,8.239847221181248e-06,4.111013161131371e-06,45,1288.074713003968,1995262.3149688465,3473086.0,0.3823446587098365
2.455897914910773e-05,6.774846859079706e-06,4.908043474368415e-05,5.677532853651799e-05,48,1602.9740475736692,12022644.3461739,17836722.0,0.2157660885758593
1.6587169344779436e-05,2.620554889914756e-06,2.1123107500066782e-05,1.0318529126309286e-05,24,1721.6570043499094,4073802.778041055,4524937.5,0.28990600915664905
2.006498179276336e-05,1.3450683080050038e-05,1.6165356767601693e-05,4.7618996296401014e-05,7,1040.2859393713627,13489628.825916274,21873794.0,0.25703543453892946
4.752394261631135e-05,1.152553625771345e-05,3.22643930908396e-05,3.0624215772397545e-05,25,1460.7505145454656,10964781.961431643,12933056.0,0.2261972174784818
4.930977061986254e-05,3.0463277466825354e-05,3.7080503631811986e-05,8.899178407069043e-05,49,1101.20958038214,20417379.446694892,32400326.0,0.2525670998050813
4.833116474437551e-05,3.0385205833694935e-05,4.448805828939547e-05,5.6173863482504905e-05,43,1270.8708042566193,14454397.707458993,20969038.0,0.2401236028792917
3.5976438718799946e-05,4.1196830962787996e-05,8.738934347822377e-06,8.211177450764381e-05,18,543.4726691246757,22908676.52767728,38576440.0,0.2934733091447371
2.5804566245320447e-05,3.9648313764787187e-05,4.9087789771762175e-05,8.256897674149339e-06,8,1459.1353532923126,4466835.921509551,4107715.8,0.3032178125963248
2.6260933673586578e-05,4.6768015590371364e-05,1.4915086289804669e-06,9.634581816892513e-05,20,3.454254578881093,6918309.709189237,14876534.0,0.3407063573000382
2.2807827958509994e-05,3.0267936290742725e-05,1.645514225162912e-05,7.152402517804779e-05,5,806.262681684482,17378008.28749341,32445720.0,0.27419944892647397
1.9539164717915254e-06,2.479888435029179e-05,3.527880106930079e-05,3.127365688872362e-05,46,848.8392023811298,3235936.5692962264,10998921.0,0.34348617204362447
2.1201142166354077e-05,1.4888448861709884e-05,4.710616173421145e-05,6.095287169636315e-05,22,1324.8860272127843,14791083.881681785,23869124.0,0.2361619536264362
1.584387153226532e-05,1.4466171586990495e-05,2.543626740461501e-05,8.273587599685277e-05,49,986.3526448545409,15135612.484361785,30418364.0,0.2609910748979445
2.451172559894793e-05,3.6524255485372534e-05,4.2989803438276485e-05,5.189380841053041e-05,12,1190.7623671782108,14791083.881681785,23412594.0,0.24599901193122964
2.8529987437937437e-05,4.306033336229291e-05,3.285493002401644e-05,9.139902020871798e-05,40,938.6098491655364,19054607.179632097,37152348.0,0.26449268426877076
2.1926052567474658e-05,3.11037181191102e-05,4.718690168809425e-06,7.883344218758689e-05,15,372.98876769520524,18197008.586099476,34106480.0,0.30597714387425506
2.3578437540925644e-05,3.146129922279502e-05,2.2819614980988747e-05,5.964314294296325e-05,25,970.1625284939184,15848931.924610823,26921846.0,0.2621785098259787
2.0947073305858963e-05,4.746440376787841e-05,3.7988011737461246e-05,2.0049802088864427e-05,39,1308.9263770300147,5888436.553555782,9486068.0,0.2618519453461335
8.089275249888184e-06,5.801779837783285e-06,2.7767164526285306e-05,5.16287337279893e-05,36,1252.423670344233,9332543.007969735,19367288.0,0.24147657469504513
2.990934862853328e-05,3.0914245390382956e-05,1.2381667597693544e-05,4.0597524840597805e-05,7,898.320045656041,13182567.385563815,19411690.0,0.26744766735012576
2.9213752262445264e-05,1.8874283612949893e-05,3.160118238100473e-05,4.484990325606883e-05,42,1257.0554992276382,12302687.70812358,17577136.0,0.2411368615469538
2.583291822865171e-05,1.910978729329312e-05,4.099595146493291e-05,5.177535432392889e-05,28,1290.6682445423642,13803842.64602858,20494958.0,0.23867159527432225
1.808732852408231e-05,2.7331953849114432e-05,4.871939493984296e-05,2.8266766232154992e-05,31,1346.6348832385338,7585775.750291697,11235974.0,0.23911980625717585
3.9212285998661e-05,1.685669203561366e-05,1.9797242710095844e-05,8.641278679707707e-06,26,1425.9923341073247,3981071.705534902,4173640.2,0.31404578591311344
4.031454595342668e-05,3.081462963650335e-05,1.9830341592315243e-05,1.4777155354343308e-05,23,1296.4917861445101,6165950.018614708,7485772.0,0.2584337628201327
1.3687976213907159e-05,7.93752791992132e-06,9.673813133296778e-06,3.0683004300273764e-05,26,1025.4633881616069,9120108.393558927,13797603.0,0.25812256786379223
1.4871141416542932e-05,4.291364053980205e-05,3.634309792148563e-05,5.9562994742094526e-05,47,1015.2928096362458,10715193.052375862,23635910.0,0.25886851062975663
4.296099466779958e-05,2.8607845390560028e-05,3.5569652038080895e-05,8.051761325385818e-05,38,1112.3147091632534,20417379.446694892,31537230.0,0.25175261413362043
4.096264196247577e-06,3.375955032992665e-05,8.897781832373486e-06,4.350092868250535e-05,1,615.2688589795889,6918309.709189237,15789472.0,0.29698844099518873
4.196690112340429e-05,1.7046732806685236e-05,3.4239720995954395e-05,6.178841786472658e-05,21,1268.0253318192704,19054607.179632097,26029452.0,0.24033229893085836
3.432635614038261e-05,2.2327516998527127e-05,2.1212806480688312e-05,4.2341370125352106e-05,32,1122.77052402,13489628.825916274,18809142.0,0.2509857512226066
4.780921754499624e-05,4.6203073152263474e-05,3.868627577768268e-06,5.082848289425886e-05,34,419.94136113505215,15488166.18912451,29001948.0,0.30253349046433486
4.403856752114722e-05,3.963405293338538e-05,3.157942905747225e-05,7.691588188122299e-05,18,1032.7246261880002,22908676.52767728,34834076.0,0.25759000543735533
4.663076914734423e-05,4.7648538502556106e-05,4.766525286909606e-05,7.762787162792338e-05,38,1144.4245441553765,18197008.586099476,30361146.0,0.24939757611204103
