Wd,Wn,We,Wout,N,DC Gain,Freq Corte,SR
8e-06,5.199999999999999e-06,9.2e-06,8e-07,7,43.99001360884152,154881.66189124619,4681444.0
5.199999999999999e-06,9e-06,7.2e-06,3e-06,16,745.5638430412181,8511.380382023692,15051077.0
7.3999999999999995e-06,1.2e-06,4.2e-06,8.2e-06,14,1247.9414799871834,4365.158322401625,8497747.0
7.3999999999999995e-06,5.4e-06,2.2e-06,4.9999999999999996e-06,16,0.16728982218355395,33884415.61391957,3652522.0
1.6e-06,9.4e-06,7e-06,1.8e-06,14,36.40836907121288,109647.81961431721,8007783.5
9.2e-06,9.2e-06,3.2e-06,9.6e-06,14,0.09149202097586032,70794578.43841231,4254818.0
2.5999999999999997e-06,4.8e-06,5.4e-06,8.599999999999999e-06,10,2203.453348410037,1949.8445997580325,10986420.0
8e-07,6.2e-06,1.4e-06,8.4e-06,8,0.1810244536076421,33113112.148258444,127404.03
1.2e-06,8.2e-06,2.4e-06,3.2e-06,6,2.164815022368897,676082.9753919714,1311538.2
1e-06,3.2e-06,6.799999999999999e-06,4.9999999999999996e-06,3,1518.531145635151,1621.8100973589194,6484029.5
6e-07,4.8e-06,2.8e-06,9.2e-06,19,1337.335937698858,1096.4781961431788,5559199.5
4e-07,6.799999999999999e-06,9.4e-06,7.8e-06,12,1846.2571799831512,741.3102413009135,4431820.5
8e-06,9e-06,6.2e-06,9e-06,14,2321.502093775934,3162.277660168356,16072072.0
5.199999999999999e-06,6.799999999999999e-06,4e-07,7.3999999999999995e-06,15,0.08944005221186543,74131024.13009019,2706667.5
4e-07,1.2e-06,2.2e-06,4.6e-06,18,621.0550040837971,1698.2436524617333,3187944.5
5.7999999999999995e-06,6e-06,6e-06,6.5999999999999995e-06,11,1971.225810816094,3311.311214825886,13817855.0
7.8e-06,8e-06,6e-06,4e-06,11,1249.484757589101,5888.43655355584,14874517.0
6.5999999999999995e-06,6e-07,4.4e-06,3.6e-06,4,194.8112943878013,20417.379446695104,6630317.0
6.2e-06,3.3999999999999996e-06,2e-06,4e-07,7,18.09703132441795,331131.1214825865,5900961.0
6.5999999999999995e-06,3.8e-06,6e-07,6.2e-06,7,0.26705764004490584,20892961.308539983,6489357.5
1e-06,9e-06,9e-06,9.6e-06,3,2190.338064800072,1258.9254117941596,8185655.0
9.8e-06,8e-07,2.4e-06,5.199999999999999e-06,10,0.4773018453819299,912010.8393558954,7614444.5
4e-07,8.8e-06,2.4e-06,5.6e-06,12,877.124819042055,1230.2687708123742,4597586.5
6e-06,6.5999999999999995e-06,8e-06,4.4e-06,18,1417.1959240939223,4786.300923226344,14834117.0
2e-07,3e-06,6.4e-06,9e-06,14,1893.340680463037,436.51583224016383,3108701.5
6e-06,6e-07,1.2e-06,5.4e-06,8,0.3584624868097946,11220184.543019421,5980075.0
8e-06,6.2e-06,7.3999999999999995e-06,7.3999999999999995e-06,9,2234.413926711883,3388.441561392,14141321.0
3.3999999999999996e-06,6e-07,4.4e-06,2.2e-06,10,60.4291910414632,46773.51412871932,4282469.0
5.4e-06,4.4e-06,9e-06,6.5999999999999995e-06,10,2117.5266717012128,3019.951720401994,12452298.0
5.7999999999999995e-06,6.2e-06,5.4e-06,6.2e-06,18,1822.1566829020953,3388.441561392,14636331.0
4.4e-06,7.3999999999999995e-06,7e-06,5.7999999999999995e-06,11,1735.2265988159168,3388.441561392,13883943.0
9.4e-06,4.6e-06,1e-06,1.6e-06,10,2.319536217851687,1621810.0973589038,7475784.5
8e-07,2e-06,3.3999999999999996e-06,1.8e-06,18,34.06457448412498,63095.73444801863,4331601.0
