Wd,Wn,We,Wout,N,DC Gain,Freq Corte,SR
5.199999999999999e-06,2.2e-06,6.799999999999999e-06,1.8e-06,10,36.097831453972645,169824.36524617227,6470821.5
8.4e-06,9e-06,9.4e-06,2e-06,17,37.897070497344345,199526.23149688536,12909997.0
7.2e-06,6.2e-06,2e-06,7.2e-06,11,0.14953631058778896,41686938.347032696,3892598.0
6.4e-06,2.4e-06,9.8e-06,9.2e-06,7,2734.003417434153,2344.228815319906,10619724.0
2.4e-06,1.8e-06,4.9999999999999996e-06,1.6e-06,12,22.340858597629285,213796.2089502204,4556440.0
4.2e-06,9.4e-06,6.5999999999999995e-06,9.4e-06,17,2280.960637336792,2511.8864315095625,15268440.0
8.8e-06,2.2e-06,9.6e-06,4e-06,11,1378.3620433965093,5128.613839913606,10612639.0
4.6e-06,1e-06,1e-06,6e-06,10,0.2100835850469871,27542287.03338112,4237255.0
7.3999999999999995e-06,3e-06,4.4e-06,4.2e-06,15,1306.1466434823735,4265.795188015893,11895595.0
4.2e-06,4.2e-06,4.6e-06,6.2e-06,12,1750.2250352431406,2818.3829312644334,11956105.0
4.9999999999999996e-06,3e-06,3.3999999999999996e-06,4.6e-06,14,249.63145915699425,2398.832919019474,11140335.0
9.4e-06,8.2e-06,5.199999999999999e-06,1.8e-06,16,25.19131060997991,295120.92266663455,10811002.0
4.4e-06,7.2e-06,6.799999999999999e-06,7.3999999999999995e-06,2,2138.339491245686,2818.3829312644334,12120474.0
4.4e-06,6e-07,8e-07,8e-06,9,0.16111851447420528,39810717.05534892,4249872.0
2.2e-06,2e-06,4.6e-06,3e-06,19,723.4447507330702,4786.300923226344,7937645.5
3.6e-06,5.7999999999999995e-06,7e-06,5.199999999999999e-06,11,1606.3713473120274,3311.311214825886,12498581.0
8e-07,4e-07,7.3999999999999995e-06,2.5999999999999997e-06,9,103.26490207115903,11481.536214968728,2462427.0
9e-06,7.2e-06,2e-06,9e-06,15,0.07972915109808483,83176377.11026536,4390004.0
6e-07,4e-06,7.3999999999999995e-06,9.6e-06,14,2329.9752948795426,741.3102413009135,5329402.0
1.4e-06,3.3999999999999996e-06,2.5999999999999997e-06,5.199999999999999e-06,5,155.38139404966796,2951.209226666364,7811057.5
7.2e-06,6.5999999999999995e-06,9e-06,7.2e-06,16,2185.7030196662895,3311.311214825886,15083428.0
3.6e-06,6.5999999999999995e-06,7.8e-06,2e-06,10,63.858342039402025,87096.35899560705,9521458.0
1.8e-06,7.2e-06,9.6e-06,4.4e-06,18,1239.746969200398,3019.951720401994,11119649.0
4.4e-06,4e-06,2.5999999999999997e-06,9e-06,12,0.11757163233084865,53703179.637024164,1571075.4
2.5999999999999997e-06,2e-06,5.199999999999999e-06,7.8e-06,3,2170.4409171275256,1862.0871366628553,8278418.0
3.3999999999999996e-06,4e-07,2e-06,1e-06,2,15.689217657526786,354813.38923357043,4502533.0
2.5999999999999997e-06,9.8e-06,7.6e-06,7.3999999999999995e-06,16,1903.2278114306116,2454.7089156850134,13660354.0
1.8e-06,1.2e-06,2.8e-06,2.4e-06,2,199.38212906012257,14791.08388168194,3989432.8
6e-07,4.9999999999999996e-06,4.9999999999999996e-06,7.6e-06,4,1877.1404537645647,954.9925860214306,5505030.5
3.6e-06,9.6e-06,9e-06,3.8e-06,13,1083.4001172620012,5128.613839913606,14183644.0
9.2e-06,1.2e-06,2.2e-06,6.4e-06,11,0.21663778534398503,24547089.15684982,6966006.5
5.4e-06,5.6e-06,4.8e-06,7.6e-06,1,2038.2526806293763,2754.2287033381467,10612970.0
7e-06,8.4e-06,4.2e-06,7.2e-06,2,804.8345539593087,2187.761623949538,12913222.0
7.3999999999999995e-06,4.9999999999999996e-06,7.3999999999999995e-06,1.8e-06,13,31.21696396616614,229086.76527677427,9118488.0
9.2e-06,3.2e-06,3.3999999999999996e-06,4e-07,12,1.6533856100852846,3388441.5613919664,8128990.5
8.4e-06,8.4e-06,2.4e-06,4e-06,11,0.36558233238928567,9999999.999999812,4308307.5
6.4e-06,3.6e-06,8.4e-06,8.599999999999999e-06,7,2611.014637719774,2570.3957827688455,11905122.0
3e-06,6.2e-06,2.4e-06,5.6e-06,2,2.5857322933107416,1348962.8825916322,1702323.9
7.6e-06,5.6e-06,8e-06,4.2e-06,15,1403.8570714621599,5248.0746024976825,14296493.0
9.2e-06,2.4e-06,1e-06,7.6e-06,10,0.1448816267951158,45708818.96148658,8722506.0
1e-06,8.599999999999999e-06,7.3999999999999995e-06,8e-06,16,1873.0817600890755,1380.384264602876,8655781.0
3.6e-06,4.6e-06,9e-06,2e-06,2,230.11068171574954,25118.86431509556,3888456.2
9.8e-06,7.8e-06,4.6e-06,7.6e-06,3,1522.0644773781055,2691.5348039268965,13544207.0
8.4e-06,4.6e-06,8e-07,6.799999999999999e-06,2,1.169235431172513,3890451.4499427374,10874760.0
6.799999999999999e-06,1.4e-06,4.2e-06,8.599999999999999e-06,11,1731.1323530467157,3162.277660168356,8966555.0
6e-07,9.6e-06,5.4e-06,1.4e-06,11,27.745871152617934,102329.2992280742,2783131.0
2.8e-06,4e-06,6.4e-06,2e-06,18,54.41871056825346,85113.80382023666,9292002.0
4.9999999999999996e-06,4.8e-06,2e-06,1e-06,18,9.440186338019624,371535.22909716726,1279498.5
9e-06,3.8e-06,1.2e-06,9.8e-06,14,0.07405603843820023,91201083.93558905,6008813.5
8e-07,6.4e-06,1.8e-06,8e-07,17,9.542806560791572,389045.144994275,703147.75
8e-07,6.799999999999999e-06,8.8e-06,9.8e-06,18,2244.9971675340444,977.2372209558052,7177780.5
9e-06,9.2e-06,8.599999999999999e-06,5.4e-06,4,1724.408635433725,4677.3514128719435,13662209.0
3.3999999999999996e-06,7.8e-06,7.2e-06,9.4e-06,18,2346.780262923685,2187.761623949538,13998584.0
1e-06,2.4e-06,8.2e-06,6e-07,18,1.0204659678446573,2818382.9312644056,801103.06
9.6e-06,2e-06,4e-06,5.7999999999999995e-06,3,1586.0648473760243,3162.277660168356,11517825.0
3.6e-06,7.6e-06,1.8e-06,6.4e-06,12,0.15536427841425113,38904514.499427274,1068168.1
6.799999999999999e-06,8.599999999999999e-06,1.2e-06,6e-06,1,4.06319431994062,1318256.7385563862,6768181.0
8.599999999999999e-06,1.8e-06,4e-06,4.2e-06,3,1243.643185790298,4466.835921509595,10392774.0
1.4e-06,1.4e-06,3e-06,3.3999999999999996e-06,8,655.4077452492895,3715.3522909716967,5889928.0
4.6e-06,1.8e-06,1e-06,7.2e-06,11,0.14227394101730234,45708818.96148658,3515418.0
2e-07,9.4e-06,8.8e-06,4.9999999999999996e-06,10,969.4965382266729,933.2543007969858,3447626.5
7.2e-06,4e-06,4.6e-06,3.3999999999999996e-06,2,998.0343247536111,5888.43655355584,8181001.5
2e-07,4e-07,9e-06,6.2e-06,19,180.905696661306,3090.2954325135674,1818568.5
4e-07,5.4e-06,3e-06,7.6e-06,15,1576.9672561819912,794.3282347242772,4317117.5
3.3999999999999996e-06,9e-06,5.199999999999999e-06,4.9999999999999996e-06,19,1363.1065843836868,3630.7805477009856,14577836.0
6.5999999999999995e-06,1.4e-06,4.9999999999999996e-06,5.4e-06,16,1281.2369792692257,4365.158322401625,8822436.0
6.4e-06,8.8e-06,9e-06,3.8e-06,13,1169.335277082506,6025.595860743527,15166838.0
5.7999999999999995e-06,9.4e-06,8.8e-06,4.6e-06,8,1427.1877678375877,4786.300923226344,14352813.0
8e-06,7.6e-06,9.4e-06,3e-06,11,819.9914334114854,9332.54300796983,14312719.0
6.4e-06,5.4e-06,4e-07,1e-06,8,8.460310476096025,575439.9373371484,4887997.0
3.8e-06,4.4e-06,7.3999999999999995e-06,4.6e-06,2,1571.152129583892,3467.36850452529,9695256.0
4e-06,8.4e-06,1.8e-06,4.9999999999999996e-06,8,0.35046803339363297,12302687.70812358,1620703.1
6e-06,1.8e-06,2.4e-06,3.6e-06,10,0.7019814971431807,2344228.8153198822,3775341.0
9e-06,9e-06,9.4e-06,4.2e-06,1,1534.8009860851712,5128.613839913606,7182180.0
7.8e-06,1e-06,7.2e-06,4.8e-06,12,523.3647537028959,10232.929922807454,7709240.5
2.5999999999999997e-06,8.2e-06,4e-06,2.2e-06,13,73.86295352031601,38018.93963205573,11052020.0
3.3999999999999996e-06,2e-07,2e-06,8.2e-06,18,259.0347107523522,7413.102413009111,2804511.8
4.9999999999999996e-06,7.8e-06,1e-06,2.5999999999999997e-06,16,0.39460035919296865,8317637.711026555,2012688.8
4.9999999999999996e-06,3.6e-06,6.2e-06,4.8e-06,9,1603.7992745077256,3715.3522909716967,11450427.0
6.4e-06,6.5999999999999995e-06,2e-06,1.8e-06,1,43.4682008171173,141253.75446227368,6026493.5
6.799999999999999e-06,5.199999999999999e-06,9.8e-06,5.6e-06,1,2045.1163974056099,3467.36850452529,8810614.0
5.6e-06,6.4e-06,3.6e-06,3e-06,10,3.078464558690276,251188.64315095462,13011758.0
7.8e-06,4.8e-06,6.799999999999999e-06,5.6e-06,13,1850.2573311111476,3981.0717055349414,13716805.0
5.199999999999999e-06,2.4e-06,9.6e-06,8e-06,9,2459.2377299575583,2344.228815319906,10317325.0
9.4e-06,7e-06,4.6e-06,9.4e-06,18,1553.2860234809636,2570.3957827688455,15800444.0
4.8e-06,4.9999999999999996e-06,9.8e-06,8e-07,2,159.20121779839758,41686.9383470331,2688062.0
4e-07,7.3999999999999995e-06,5.7999999999999995e-06,5.7999999999999995e-06,8,1398.3288036148306,977.2372209558052,4444281.0
8.4e-06,3e-06,2.8e-06,2.5999999999999997e-06,18,0.6974983051167447,2041737.9446694953,3262657.2
1.6e-06,6.5999999999999995e-06,4e-07,7.6e-06,12,0.11056783784535154,60255958.60743452,230696.55
1.2e-06,1.8e-06,6e-06,1.4e-06,2,116.73247502413841,40738.02778041085,2094871.8
8e-06,2.5999999999999997e-06,9.8e-06,4e-06,8,1412.5875299872973,5011.872336272681,10934619.0
9e-06,5.7999999999999995e-06,8e-07,5.6e-06,3,0.9038098117982422,5011872.336272632,10171839.0
6e-06,6e-06,6e-07,1.8e-06,5,3.5402414500169503,1380384.264602863,5736765.5
8.2e-06,7.3999999999999995e-06,7.2e-06,6.5999999999999995e-06,15,2005.5061194587618,3801.8939632055826,15584687.0
6.2e-06,3.3999999999999996e-06,9e-06,1.8e-06,9,41.336618342534265,162181.00973589093,7151699.5
8.2e-06,2.8e-06,1.4e-06,6.5999999999999995e-06,18,0.09495197780403461,69183097.0918922,5421982.5
6.4e-06,8.8e-06,2.8e-06,2.5999999999999997e-06,12,0.9109353325211501,2398832.9190194495,2653405.0
4.6e-06,2e-07,4.4e-06,1.6e-06,8,67.54702689146117,30199.517204019863,3038875.8
1.6e-06,5.6e-06,5.4e-06,6.799999999999999e-06,7,1793.2032928652247,1905.4607179632346,9476086.0
1.4e-06,8.2e-06,6.799999999999999e-06,4.8e-06,3,1311.2879133479987,2570.3957827688455,9067530.0
9.6e-06,1e-06,6.5999999999999995e-06,6e-06,2,660.5524030611801,8912.509381337379,7696736.5
2e-07,2e-06,4.8e-06,4e-07,5,17.396651418559802,251188.64315095462,244954.67
1.4e-06,4.6e-06,9.4e-06,7.8e-06,11,2142.022154326179,1445.4397707459184,8676328.0
1.2e-06,1.4e-06,6.5999999999999995e-06,9.4e-06,11,1737.2629349668896,1380.384264602876,5829051.0
2.4e-06,6.799999999999999e-06,2e-06,1.4e-06,2,35.60866757185986,154881.66189124619,1358689.0
5.4e-06,9e-06,9.6e-06,6e-07,3,106.32999539189923,63095.73444801863,3091970.2
6.4e-06,2.8e-06,3.8e-06,4e-06,16,783.2706054630466,3090.2954325135674,11383956.0
6.799999999999999e-06,2e-06,2.2e-06,3.3999999999999996e-06,6,1.4829999871440485,1737800.8287493472,5806898.5
4e-07,1.8e-06,2e-06,8e-07,14,2.5733102854441365,870963.589956067,741915.1
2e-07,3.2e-06,8.599999999999999e-06,7.3999999999999995e-06,7,1656.455110489791,524.8074602497699,3150336.8
4.2e-06,2.2e-06,4e-07,7.3999999999999995e-06,13,0.10560627899570596,63095734.44801801,3386242.2
7.8e-06,2e-07,2.8e-06,2.2e-06,9,115.31809292965218,20892.9613085402,10516835.0
2.8e-06,3.8e-06,1.8e-06,3.8e-06,10,0.4559220628980934,5888436.553555782,1079928.6
9e-06,6.2e-06,3.6e-06,2.8e-06,19,0.7801420652785283,999999.9999999842,2484912.0
2.2e-06,1.4e-06,1e-06,6.5999999999999995e-06,7,0.27628375211809225,19498445.99758007,1453667.6
2e-06,4.4e-06,3.2e-06,4.6e-06,15,398.55653262132216,2290.8676527677576,10005613.0
6.4e-06,5.199999999999999e-06,6e-06,8.2e-06,12,2327.2658422655395,2884.031503126585,13655211.0
5.7999999999999995e-06,8.599999999999999e-06,9e-06,4.2e-06,9,1315.1531403905383,5128.613839913606,14256870.0
6.5999999999999995e-06,7.3999999999999995e-06,1.4e-06,3.6e-06,11,0.37460528485540484,10471285.480508799,3707881.2
2.2e-06,5.199999999999999e-06,8.2e-06,1.2e-06,6,47.212853455080406,123026.87708123666,2349594.5
3.6e-06,1.4e-06,4.2e-06,6.2e-06,3,1401.3166914437274,3090.2954325135674,7761829.0
3.3999999999999996e-06,3.6e-06,1.4e-06,1.8e-06,16,1.1786469569143516,1905460.717963216,1078952.6
3.2e-06,1.2e-06,4.6e-06,6e-06,8,982.333606332451,3981.0717055349414,7319916.0
1.8e-06,4e-07,9.8e-06,4.4e-06,15,183.93074251277352,10471.285480508906,3442272.0
6.2e-06,6.5999999999999995e-06,8e-06,9.6e-06,9,2601.5778645240302,2630.267991895363,14028216.0
5.7999999999999995e-06,2e-06,9.4e-06,8.8e-06,11,2521.3906065461947,2344.228815319906,9929835.0
1e-06,3.8e-06,6e-06,5.6e-06,10,1590.7645378224834,1548.8166189124713,7016422.0
8e-07,5.7999999999999995e-06,7.3999999999999995e-06,5.7999999999999995e-06,15,1539.6803818226902,1412.5375446227454,6911461.0
3.2e-06,5.7999999999999995e-06,4.9999999999999996e-06,9.6e-06,16,2146.9828113657586,2137.9620895022176,12638968.0
5.7999999999999995e-06,4.6e-06,6.5999999999999995e-06,1.8e-06,1,297.6207389313168,22387.211385683186,4558273.0
2.5999999999999997e-06,6.799999999999999e-06,4e-07,5.7999999999999995e-06,1,3.73145880189112,1412537.5446227319,2242750.0
6.799999999999999e-06,5.7999999999999995e-06,9.2e-06,8.599999999999999e-06,12,2506.6288404653274,2818.3829312644334,14116524.0
2.5999999999999997e-06,1.8e-06,9.2e-06,5.4e-06,3,1635.7877637702863,2454.7089156850134,7756508.0
6.799999999999999e-06,4.8e-06,4.9999999999999996e-06,4.4e-06,18,1392.5595146682629,4466.835921509595,13889215.0
7.2e-06,5.199999999999999e-06,8e-06,8e-07,8,36.97570355941622,186208.71366628434,4565906.5
4.2e-06,9.6e-06,5.199999999999999e-06,8.4e-06,13,1931.1719421562627,2754.2287033381467,14988283.0
4.9999999999999996e-06,4.6e-06,9.8e-06,9.6e-06,4,2755.3322444102223,2290.8676527677576,11954678.0
2.2e-06,7.6e-06,9.2e-06,7.3999999999999995e-06,6,2003.8573696763563,2137.9620895022176,11275400.0
7.3999999999999995e-06,6e-06,7e-06,8.4e-06,5,2426.0602361803935,3019.951720401994,13337256.0
4.6e-06,4.9999999999999996e-06,2.5999999999999997e-06,3.8e-06,14,0.34455215914891535,6760829.753919693,1667137.9
1.4e-06,4e-06,1.8e-06,4e-07,11,3.015884163472629,1737800.8287493472,670164.6
9e-06,4.6e-06,9.6e-06,6.5999999999999995e-06,13,2170.1558685641075,3630.7805477009856,13766213.0
8.8e-06,9.6e-06,3e-06,4.8e-06,9,0.39194815057400884,8317637.711026555,5079374.0
9.8e-06,2.2e-06,6e-07,9.6e-06,17,0.05934876872921746,114815362.14968581,8056472.0
5.6e-06,6.5999999999999995e-06,2.5999999999999997e-06,8e-07,6,42.24363163948985,125892.54117941519,3433420.2
7.3999999999999995e-06,9.4e-06,9e-06,7.8e-06,14,2203.908508019435,3388.441561392,16035702.0
6.2e-06,4.8e-06,9.8e-06,6.799999999999999e-06,3,2219.8937320684327,3090.2954325135674,12070325.0
2e-06,7e-06,9e-06,7.3999999999999995e-06,18,1988.1204377126255,1995.2623149688663,11580986.0
6.2e-06,4.2e-06,9e-06,1.4e-06,5,56.30279603087532,120226.44346173984,3694956.2
7e-06,8e-06,8.2e-06,6.799999999999999e-06,4,2060.476292144658,3548.1338923357275,13490612.0
8.599999999999999e-06,8e-06,1.6e-06,8e-06,15,0.08834929477920755,75857757.50291678,4088439.2
6.799999999999999e-06,7e-06,4.6e-06,9e-06,18,1647.8162915184257,2630.267991895363,15353985.0
1e-06,5.7999999999999995e-06,8e-06,1.6e-06,14,29.333198828135913,112201.84543019501,5032740.5
1.2e-06,8.599999999999999e-06,7.8e-06,7e-06,6,1753.1179114351778,1737.8008287493642,9041046.0
9.6e-06,7.8e-06,8e-06,1e-06,5,59.0989218129422,117489.75549395154,6391832.0
2.8e-06,1e-06,2.8e-06,4e-06,12,388.78562251374416,6918.309709189306,6344994.5
9.8e-06,9.4e-06,6.5999999999999995e-06,9.4e-06,6,2443.128518321152,3311.311214825886,14745227.0
6.2e-06,6.4e-06,7.3999999999999995e-06,9.6e-06,17,2577.3659768019684,2630.267991895363,14786622.0
8e-06,4.4e-06,4.2e-06,9.4e-06,12,1085.567759488991,2187.761623949538,13359885.0
2.2e-06,9.8e-06,2.5999999999999997e-06,3.6e-06,6,1.2394240930542046,1778279.4100388938,825864.94
2.5999999999999997e-06,2.4e-06,1.4e-06,3.8e-06,10,0.43469748131193436,6606934.480075838,1266733.0
2.2e-06,6.2e-06,1.6e-06,7.6e-06,3,0.6611453788108063,5623413.251903389,904392.0
2e-06,3.2e-06,7e-06,1e-06,16,8.933911809455086,562341.3251903408,1903930.0
3.2e-06,4e-06,1e-06,5.7999999999999995e-06,14,0.13982886274434794,44668359.21509541,1326909.5
5.199999999999999e-06,5.199999999999999e-06,4.9999999999999996e-06,2.8e-06,5,637.5119423422323,9120.10839355902,10395607.0
1.8e-06,1.2e-06,8.8e-06,6e-07,13,1.687824069205787,2630267.991895337,1120214.4
3.8e-06,7.6e-06,6.5999999999999995e-06,8e-06,14,2125.700743235777,2570.3957827688455,14024021.0
3.3999999999999996e-06,9e-06,4.8e-06,1.2e-06,18,18.968669878391765,316227.76601683354,2430469.2
8.2e-06,6.4e-06,5.6e-06,9.4e-06,6,2426.3491207676198,3019.951720401994,13814129.0
5.7999999999999995e-06,2e-07,3.8e-06,9e-06,18,299.22760232746015,7943.282347242746,3030867.8
9e-06,9.2e-06,6.799999999999999e-06,9.6e-06,13,2468.811557916435,3162.277660168356,16121636.0
1.4e-06,5.6e-06,7.6e-06,1.4e-06,5,55.25472647347922,89125.09381337352,2539338.8
8.4e-06,4.2e-06,1.2e-06,5.4e-06,9,0.2575555803845394,20892961.308539983,6887328.5
7.8e-06,8.2e-06,3.8e-06,6e-07,1,287.882479237472,22387.211385683186,9372289.0
2.4e-06,3.2e-06,9.6e-06,6.4e-06,12,1994.5949065148925,2041.7379446695156,9544035.0
6.4e-06,1.6e-06,9e-06,2.4e-06,16,266.8970134298907,21379.620895022123,8417514.0
2e-06,9e-06,3.8e-06,9e-06,12,689.2573430069037,2344.228815319906,12020362.0
2.5999999999999997e-06,1e-06,1.6e-06,2.8e-06,7,1.9938419492822221,912010.8393558954,1770876.5
8.2e-06,6.2e-06,5.7999999999999995e-06,3.8e-06,11,1213.584262567255,6025.595860743527,14160801.0
6.2e-06,9.2e-06,4.8e-06,7.8e-06,10,1734.717367704514,3019.951720401994,15145281.0
7e-06,2.8e-06,3.8e-06,4.2e-06,15,753.9092053919285,2818.3829312644334,11511963.0
9.2e-06,7.3999999999999995e-06,2.5999999999999997e-06,9.2e-06,19,0.06425039900144354,102329299.22807324,3736509.8
2e-07,5.7999999999999995e-06,3.6e-06,6.4e-06,15,1252.7337801515403,676.0829753919782,3336907.8
7e-06,8.599999999999999e-06,5.7999999999999995e-06,6.799999999999999e-06,16,1918.444976217489,3630.7805477009856,15968644.0
8e-07,7.3999999999999995e-06,1e-06,9.8e-06,4,0.3034527887716322,18197008.586099476,83310.016
4.6e-06,5.199999999999999e-06,6e-07,7.8e-06,8,0.1692061752193062,37153522.9097165,3212654.8
6.4e-06,8.599999999999999e-06,3.3999999999999996e-06,7.2e-06,3,1.1257073194402676,1778279.4100388938,4686650.5
4.4e-06,2e-07,2e-06,4.4e-06,18,189.02679163453482,10964.781961431756,4621454.0
1.4e-06,8.2e-06,7.3999999999999995e-06,6.5999999999999995e-06,8,1698.5762957273498,1949.8445997580325,9802664.0
2e-06,8.2e-06,6e-07,2.2e-06,18,0.4479453777045902,5888436.553555782,235314.75
6.5999999999999995e-06,5.7999999999999995e-06,3.2e-06,2.8e-06,8,2.1167689170211155,977237.2209557953,3658137.8
4e-07,3.6e-06,6e-07,7.3999999999999995e-06,6,0.2681512975925173,21379620.8950219,50139.27
1.4e-06,2.4e-06,8.4e-06,9.6e-06,8,2534.5424536297983,1148.1536214968762,7283096.0
4.4e-06,7.8e-06,9.6e-06,4.4e-06,11,1364.5216192508474,4466.835921509595,13856836.0
4.4e-06,9.2e-06,4.8e-06,5.6e-06,1,1494.9937325689473,3467.36850452529,9124018.0
6.4e-06,4e-06,2.4e-06,9.8e-06,11,0.11013911863813845,58884365.53555767,3235597.5
3e-06,5.7999999999999995e-06,9.4e-06,6.799999999999999e-06,14,2002.9372235321516,2454.7089156850134,12282238.0
8.4e-06,9.4e-06,3.8e-06,3.6e-06,17,0.702519001726712,363078.0547700962,15128055.0
4.2e-06,9.2e-06,6.2e-06,4.8e-06,16,1396.9447503738281,4073.8027780410953,15019811.0
1.6e-06,7.2e-06,3.3999999999999996e-06,8e-06,2,665.9569954039038,1949.8445997580325,9530239.0
7e-06,5.7999999999999995e-06,3.2e-06,5.4e-06,10,0.3243702218022124,9332543.007969735,3590120.2
2.2e-06,2.4e-06,8e-07,3.6e-06,19,0.19409120028205198,26302679.9189533,706342.4
9e-06,5.4e-06,2.8e-06,7.6e-06,5,0.40620424772243235,10232929.922807349,6589058.0
6.2e-06,1e-06,3.8e-06,2e-06,16,15.185980176742836,323593.65692962374,6215714.0
6e-06,1e-06,2.4e-06,3e-06,15,1.225261294313317,363078.0547700962,2086007.8
7.8e-06,1.6e-06,5.4e-06,7.2e-06,13,1893.4248536890657,3235.9365692962583,9602006.0
8.2e-06,6.4e-06,1.4e-06,1.2e-06,2,28.86799748548858,208929.61308540122,8111017.5
5.199999999999999e-06,1.8e-06,7.2e-06,2.4e-06,10,306.3439860994708,17782.794100389063,8183769.0
6.4e-06,6.5999999999999995e-06,3.3999999999999996e-06,4.9999999999999996e-06,1,21.93068799482973,194984.459975802,5932752.0
8.2e-06,2.8e-06,7e-06,1.8e-06,5,61.91483111391526,112201.84543019501,6408513.0
7.2e-06,9e-06,8.8e-06,6e-06,18,1824.5176109057504,3981.0717055349414,16283615.0
8.599999999999999e-06,3.8e-06,1.8e-06,5.7999999999999995e-06,10,0.22473139778327392,25118864.315095305,6079595.5
7.8e-06,9.4e-06,2.2e-06,2e-06,12,1.3892457453470504,2137962.0895021963,3328913.2
4.9999999999999996e-06,1.2e-06,2.4e-06,2e-06,14,7.479827473772136,204173.79446695026,5938522.0
4.2e-06,8e-07,4.9999999999999996e-06,6.4e-06,8,402.4352109236788,9549.925860214278,6404389.5
8e-06,6.5999999999999995e-06,9.2e-06,8.8e-06,3,2569.389513698389,3019.951720401994,13226817.0
8e-06,3e-06,1e-06,2.5999999999999997e-06,13,0.5372677023881085,5623413.251903389,6780435.0
1.8e-06,7.2e-06,5.7999999999999995e-06,3.8e-06,8,1007.7153228745447,3715.3522909716967,10342338.0
8.4e-06,2e-06,6e-06,4e-07,12,1.4718648438530555,3801893.963205545,6669114.0
2e-07,9e-06,6e-06,8.8e-06,2,1687.4610141207552,562.3413251903462,3456089.5
8e-07,1.4e-06,8.2e-06,4.4e-06,6,909.8691643823915,2041.7379446695156,4768994.0
2e-06,7.6e-06,6e-06,5.6e-06,5,1532.0841919218976,2630.267991895363,10745241.0
1.2e-06,1e-06,5.199999999999999e-06,4.9999999999999996e-06,19,476.2523753760356,4365.158322401625,5002849.0
2.4e-06,6.799999999999999e-06,3e-06,1e-06,2,102.47990499078796,56234.1325190343,1496684.6
6.5999999999999995e-06,6.2e-06,4.2e-06,1.6e-06,1,204.6268241955477,30199.517204019863,7360854.0
3e-06,7.8e-06,1.6e-06,4.6e-06,8,0.3923487737855409,9999999.999999812,970463.44
4e-07,8e-06,6.2e-06,5.7999999999999995e-06,6,1394.7660982394211,999.9999999999944,4468847.0
3.6e-06,3.2e-06,2.4e-06,9.6e-06,16,0.07940393426813848,79432823.47242649,941669.75
4.6e-06,7.8e-06,2.8e-06,5.6e-06,16,0.1568705428934939,34673685.045252465,1375354.4
5.4e-06,9.4e-06,9.8e-06,5.4e-06,13,1640.4653272228586,4073.8027780410953,15295107.0
8.4e-06,7.6e-06,5.199999999999999e-06,6.5999999999999995e-06,7,1861.6252278694867,3715.3522909716967,14310858.0
4.4e-06,1.6e-06,3.8e-06,8.4e-06,1,1996.0689393013483,2344.228815319906,8162745.5
8.599999999999999e-06,6.799999999999999e-06,4.6e-06,6.799999999999999e-06,3,1544.2884105847472,2884.031503126585,13134775.0
3.8e-06,4e-07,5.199999999999999e-06,8.8e-06,14,299.16463534581385,9332.54300796983,4206559.5
9.8e-06,5.4e-06,4e-06,5.4e-06,7,270.9717724082376,2344.228815319906,13453779.0
1e-06,1e-06,3.3999999999999996e-06,9.2e-06,4,745.5501209515563,2630.267991895363,4865813.5
7.6e-06,9.8e-06,3.6e-06,1.4e-06,8,26.432904515888456,165958.69074375395,4080926.5
3.2e-06,8e-06,5.199999999999999e-06,5.4e-06,1,1565.0147690533056,3235.9365692962583,8491041.0
6.2e-06,3.6e-06,3e-06,6.4e-06,9,0.2907886549673253,12882495.51693109,3386849.5
7e-06,3.3999999999999996e-06,9.4e-06,4.4e-06,4,1581.6915956953042,4365.158322401625,11109497.0
4.6e-06,6e-07,2.5999999999999997e-06,9e-06,19,294.6179405835026,9772.372209558023,5506758.0
7.6e-06,3.8e-06,4e-06,6.2e-06,5,857.8858660403432,2187.761623949538,12061756.0
4e-07,5.4e-06,7.6e-06,6.4e-06,9,1625.8511012028055,831.7637711026664,4280890.5
1e-06,7.8e-06,8.2e-06,5.7999999999999995e-06,14,1500.581877645222,1737.8008287493642,8397736.0
1.8e-06,5.7999999999999995e-06,9e-06,9.2e-06,5,2382.859518743418,1584.8931924611031,9911030.0
3.3999999999999996e-06,4.2e-06,8.2e-06,5.6e-06,8,1798.1106905640231,2818.3829312644334,11059562.0
8.4e-06,4.4e-06,4.2e-06,2.4e-06,15,142.75491722595447,21379.620895022123,12513977.0
4e-06,9.6e-06,7.8e-06,1.2e-06,16,20.84488494121738,301995.1720401975,2504813.2
8.8e-06,6.5999999999999995e-06,8.8e-06,6.5999999999999995e-06,12,2075.2540653886367,3801.8939632055826,14844477.0
9.2e-06,6.2e-06,3.2e-06,6e-07,9,27.574794258533476,245470.89156849973,6626523.5
2.2e-06,5.7999999999999995e-06,8.599999999999999e-06,3.3999999999999996e-06,15,924.402002833995,4466.835921509595,11054596.0
4.6e-06,8e-07,8.8e-06,6e-06,15,382.4873005086469,10232.929922807454,6402654.0
7.8e-06,8e-06,5.6e-06,1.2e-06,13,24.843472500052115,288403.15031265665,5721409.0
4.2e-06,4e-06,2.4e-06,8.4e-06,14,0.10464886488253251,60255958.60743452,1349060.5
3.6e-06,5.4e-06,7e-06,4.4e-06,13,1377.166305292258,3801.8939632055826,12414060.0
4.4e-06,7.3999999999999995e-06,4.8e-06,2.2e-06,1,300.72252186782885,19952.62314968861,4165254.0
